time my_pulse
3.032028999999999601e-08 -6.715729136644919883e+00
3.033029999999999731e-08 -2.128971734983979047e+01
3.034030999999999860e-08 -3.390072986925478205e+01
3.035031999999999989e-08 -4.338055078159698752e+01
3.036033000000000118e-08 -4.884883328722062146e+01
3.037033999999999586e-08 -4.979528373474010294e+01
3.038034999999999715e-08 -4.612779485374991140e+01
3.039035999999999844e-08 -3.818194212475240334e+01
3.040036999999999973e-08 -2.669082310436895966e+01
3.041038000000000102e-08 -1.271789765081367207e+01
3.042038999999999570e-08 2.441063805028500955e+00
3.043039999999999699e-08 1.737791853280395316e+01
3.044040999999999828e-08 3.070289632660833234e+01
3.045041999999999957e-08 4.117401772883837197e+01
3.046043000000000087e-08 4.781312457444119701e+01
3.047043999999999554e-08 4.999765861045473514e+01
3.048044999999999683e-08 4.751954013797618614e+01
3.049045999999999813e-08 4.060553294781686873e+01
3.050046999999999942e-08 2.989705537281091452e+01
3.051048000000000071e-08 1.639117901648928211e+01
3.052048999999999538e-08 1.348194068983132432e+00
3.053049999999999668e-08 -1.382572815651748321e+01
3.054050999999999797e-08 -2.770987661309235861e+01
3.055051999999999926e-08 -3.900208855197944757e+01
3.056053000000000055e-08 -4.664111126172693389e+01
3.057054000000000184e-08 -4.990671827273731509e+01
3.058054999999999652e-08 -4.848810074646220869e+01
3.059055999999999781e-08 -4.251399533245619722e+01
3.060056999999999910e-08 -3.254157944688557791e+01
3.061058000000000039e-08 -1.950503133470864725e+01
3.062059000000000169e-08 -4.628453062787410310e+00
3.063059999999999636e-08 1.068876866681870652e+01
3.064060999999999765e-08 2.500345695443684946e+01
3.065061999999999895e-08 3.696465251483953551e+01
3.066063000000000024e-08 4.544131496027644346e+01
3.067064000000000153e-08 4.962962808180566299e+01
3.068064999999999620e-08 4.912969618016278162e+01
3.069065999999999750e-08 4.398426996973803682e+01
3.070066999999999879e-08 3.467570253064685915e+01
3.071068000000000008e-08 2.208127483189498008e+01
3.072069000000000137e-08 7.390975320969088713e+00
3.073069999999999605e-08 -8.004605048961412450e+00
3.074070999999999734e-08 -2.264573360209767117e+01
3.075071999999999863e-08 -3.514194203191673438e+01
3.076072999999999992e-08 -4.430425537787802170e+01
3.077074000000000121e-08 -4.925865348137845956e+01
3.078074999999999589e-08 -4.952990670985543176e+01
3.079075999999999718e-08 -4.508770182761024614e+01
3.080076999999999847e-08 -3.635053138005498141e+01
3.081077999999999977e-08 -2.414682609022927551e+01
3.082079000000000106e-08 -9.636884942217864847e+00
3.083079999999999573e-08 5.797086675718506221e+00
3.084080999999999702e-08 2.068244457164153260e+01
3.085081999999999832e-08 3.359659458790874709e+01
3.086082999999999961e-08 4.330310337012977584e+01
3.087084000000000090e-08 4.887039448626237714e+01
3.088084999999999557e-08 4.976160584336074777e+01
3.089085999999999687e-08 4.588689904940230235e+01
3.090086999999999816e-08 3.761307404014667100e+01
3.091087999999999945e-08 2.572941583518468889e+01
3.092089000000000074e-08 1.137289649899572908e+01
3.093089999999999542e-08 -4.080228101000668239e+00
3.094090999999999671e-08 -1.914612826907307408e+01
3.095091999999999800e-08 -3.237583448298459388e+01
3.096092999999999929e-08 -4.249472827201243064e+01
3.097094000000000059e-08 -4.852564914830810494e+01
3.098095000000000188e-08 -4.988369922498558395e+01
3.099095999999999655e-08 -4.643350602763865709e+01
3.100096999999999784e-08 -3.850328715524998557e+01
3.101097999999999914e-08 -2.685420688707612769e+01
3.102099000000000043e-08 -1.260782707952335358e+01
3.103100000000000172e-08 2.861483186546022406e+00
3.104100999999999639e-08 1.805889704151953268e+01
3.105101999999999769e-08 3.151351719099232795e+01
3.106102999999999898e-08 4.192086133455726582e+01
3.107104000000000027e-08 4.826963207347689178e+01
3.108105000000000156e-08 4.994042415245291977e+01
3.109105999999999624e-08 4.676669339631089883e+01
3.110106999999999753e-08 3.905193548246581514e+01
3.111107999999999882e-08 2.754125182817504935e+01
3.112109000000000011e-08 1.334990649414960018e+01
3.113110000000000141e-08 -2.144327454143326595e+00
3.114110999999999608e-08 -1.743468081389237767e+01
3.115111999999999737e-08 -3.103184738948702304e+01
3.116112999999999866e-08 -4.160916112719132087e+01
3.117113999999999996e-08 -4.813232897668348897e+01
3.118115000000000125e-08 -4.996100565357971846e+01
3.119115999999999592e-08 -4.691219338058220245e+01
3.120116999999999721e-08 -3.927913828795139040e+01
3.121117999999999851e-08 -2.780372015843488143e+01
3.122118999999999980e-08 -1.360487388382912499e+01
3.123120000000000109e-08 1.930104122559446855e+00
3.124120999999999577e-08 1.728084718994916003e+01
3.125121999999999706e-08 3.094263931312375959e+01
3.126122999999999835e-08 4.157402603691403442e+01
3.127123999999999964e-08 4.812882445369946538e+01
3.128125000000000093e-08 4.995951373237699755e+01
3.129125999999999561e-08 4.688174628697055368e+01
3.130126999999999690e-08 3.919350046686427902e+01
3.131127999999999819e-08 2.764683198857621349e+01
3.132128999999999948e-08 1.337483994181686064e+01
3.133130000000000078e-08 -2.219113718342047292e+00
3.134130999999999545e-08 -1.759914208641147937e+01
3.135131999999999674e-08 -3.124803581551797649e+01
3.136132999999999803e-08 -4.181705273797029321e+01
3.137133999999999933e-08 -4.825949537430646785e+01
3.138135000000000062e-08 -4.993481845070639480e+01
3.139136000000000191e-08 -4.667286841371212347e+01
3.140136999999999659e-08 -3.879175940081990603e+01
3.141137999999999788e-08 -2.706745435420907597e+01
3.142138999999999917e-08 -1.265789723896490493e+01
3.143140000000000046e-08 3.010939894538787964e+00
3.144141000000000175e-08 1.838592261965320418e+01
3.145141999999999643e-08 3.194064265531984148e+01
3.146142999999999772e-08 4.232708857811939396e+01
3.147143999999999901e-08 4.851001596109401248e+01
3.148145000000000030e-08 4.987059296540049758e+01
3.149146000000000160e-08 4.626890009614314181e+01
3.150146999999999627e-08 3.805891758638215094e+01
3.151147999999999756e-08 2.605434226237590778e+01
3.152148999999999886e-08 1.144847176199329652e+01
3.153150000000000015e-08 -4.304009899405817130e+00
3.154151000000000144e-08 -1.963167570247854599e+01
3.155151999999999611e-08 -3.300307020301029581e+01
3.156152999999999741e-08 -4.307987213667568227e+01
3.157153999999999870e-08 -4.885117320837147759e+01
3.158154999999999999e-08 -4.973536852909511197e+01
